"ObjectName","Status","Reason","Evidence","ProposedAction"
"T_AUDIT_CHECKLIST_DETAIL_DUPLICATE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_REMOVE_DUPLICATE_CHECKLIST_DETAILS; PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_DROPDOWN; PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS; PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_COUNT; PROC:PKG_AD.P_AUTHORIZE_DUPLICATE_CHECKLIST_DETAILS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_DETAILS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETRISKPROCESSTRANSACTIONS; PROC:PKG_AD.P_GET_UPDATED_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_AUDIT_CHECKLIST_DETAIL; PROC:PKG_AD.P_APPROVE_CHECKLIST_BY_AUTHORIZER; PROC:PKG_AD.P_GETCHECKLISTDETAILBYSUBPROCESSID; PROC:PKG_AD.P_GET_CHECKLISTDETAIL_FOR_DUPLICATE; PROC:PKG_AD.P_GET_CHECKLISTDETAIL_FOR_SUBCHECKLIST; PROC:PKG_AD.P_GETCHECKLISTDETAIL_REF; PROC:PKG_AD.AUDIT_CHECKLIST_DETAIL_UPDATE; PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_DROPDOWN; PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS; PROC:PKG_AD.P_AUTHORIZE_MERGER_CHECKLIST_SUB","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_UPDATED_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_AUDIT_CHECKLIST_DETAIL; PROC:PKG_AD.P_RECOMMEND_CHECKLIST_BY_REVIEWER; PROC:PKG_AD.P_REFFEREDBACK_CHECKLIST_BY_REVIEWER; PROC:PKG_AD.P_APPROVE_CHECKLIST_BY_AUTHORIZER; PROC:PKG_AD.P_REFFEREDBACK_CHECKLIST_BY_AUTHORIZER; PROC:PKG_AD.P_GETCHECKLISTDETAILBYSUBPROCESSID; PROC:PKG_AD.P_GET_CHECKLISTDETAIL_FOR_DUPLICATE; PROC:PKG_AD.P_GETCHECKLISTDETAIL_REF; PROC:PKG_AD.AUDIT_CHECKLIST_DETAIL_UPDATE; PROC:PKG_AD.P_AUTHORIZE_MERGER_CHECKLIST_SUB","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_DETAILS_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_UPDATED_SUB_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_GET_UPDATED_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_AUDIT_CHECKLIST_SUB; PROC:PKG_AD.P_AUDIT_CHECKLIST_DETAIL; PROC:PKG_AD.P_APPROVED_SUB_PROCESS_BY_AUTHORIZER; PROC:PKG_AD.P_REFFEREDBACK_SUB_CHECKLIST_BY_REVIEWER; PROC:PKG_AD.P_RECOMMEND_CHECKLIST_BY_REVIEWER; PROC:PKG_AD.P_REFFEREDBACK_CHECKLIST_BY_REVIEWER; PROC:PKG_AD.P_APPROVE_CHECKLIST_BY_AUTHORIZER; PROC:PKG_AD.P_REFFEREDBACK_CHECKLIST_BY_AUTHORIZER; PROC:PKG_AD.P_GETLATESTCOMMENTSONPROCESS; PROC:PKG_AD.P_GET_SUB_CHECKLIST_MAKER","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_MERGER","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_MERGE_CHECKLIST; PROC:PKG_AD.P_GET_CHECKLIST_MERGER_FOR_REVIEW","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_SUB","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETRISKPROCESSDETAILS; PROC:PKG_AD.P_GETRISKPROCESSTRANSACTIONS; PROC:PKG_AD.P_GET_UPDATED_SUB_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_GET_UPDATED_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_AUDIT_CHECKLIST_SUB; PROC:PKG_AD.P_APPROVED_SUB_PROCESS_BY_AUTHORIZER; PROC:PKG_AD.P_GET_SUBCHECKILIST; PROC:PKG_AD.P_GET_SUB_CHECKLIST_MAKER; PROC:PKG_AD.P_GETCHECKLISTDETAILBYSUBPROCESSID; PROC:PKG_AD.P_GET_CHECKLISTDETAIL_FOR_DUPLICATE; PROC:PKG_AD.P_GETCHECKLISTDETAIL_REF; PROC:PKG_AD.P_MERGE_SUB_CHECKLIST","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_SUB_CHANGE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_UPDATED_SUB_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_AUDIT_CHECKLIST_SUB; PROC:PKG_AD.P_APPROVED_SUB_PROCESS_BY_AUTHORIZER; PROC:PKG_AD.P_REFFEREDBACK_SUB_CHECKLIST_BY_REVIEWER; PROC:PKG_AD.P_AUDIT_CHECKLIST_SUB_UPDATE; PROC:PKG_AD.P_AUTHORIZE_MERGER_CHECKLIST_SUB","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_SUB_MERGER","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_SUBCHECKILIST; PROC:PKG_AD.P_MERGE_SUB_CHECKLIST; PROC:PKG_AD.P_GET_SUB_CHECKLIST_MERGER_FOR_REVIEW; PROC:PKG_AD.P_AUTHORIZE_MERGER_CHECKLIST_SUB","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CRITERIA","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_PG.P_ADDAUDITCRITERIA; PROC:PKG_PG.P_UPDATEAUDITCRITERIA; PROC:PKG_PG.P_SETAUDITCRITERIASTATUSREFERREDBACK; PROC:PKG_PG.P_SETAUDITCRITERIASTATUSAPPROVE; PROC:PKG_PG.P_GETPENDINGAUDITCRITERIAS; PROC:PKG_PG.P_GETREFFEREDBACKAUDITCRITERIAS; PROC:PKG_PG.P_GETPOSTCHANGESAUDITCRITERIAS; PROC:PKG_PG.TENTATIVE_AUDIT_PLAN; PROC:PKG_PG.P_GET_CRITERIA_ENT_COUNT; PROC:PKG_PG.P_DELETEPENDINGCRITERIA; PROC:PKG_PG.P_SUBMITAUDITCRITERIAFORAPPROVAL; PROC:PKG_PG.P_GETAUDITCRITERIASTOAUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CRITERIA_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_PG.P_ADDAUDITCRITERIA; PROC:PKG_PG.P_UPDATEAUDITCRITERIA; PROC:PKG_PG.P_SETAUDITCRITERIASTATUSREFERREDBACK; PROC:PKG_PG.P_SETAUDITCRITERIASTATUSAPPROVE; PROC:PKG_PG.P_GETPENDINGAUDITCRITERIAS; PROC:PKG_PG.P_GETREFFEREDBACKAUDITCRITERIAS; PROC:PKG_PG.P_GETPOSTCHANGESAUDITCRITERIAS; PROC:PKG_PG.P_DELETEPENDINGCRITERIA; PROC:PKG_PG.P_GETAUDITCRITERIASTOAUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_EMP","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_NEW_USER; PROC:PKG_AD.P_GET_AUDIT_EMP; PROC:PKG_AD.P_GET_AUDIT_MANPOWER; PROC:PKG_PG.P_GETAUDITEMPLOYEES; PROC:PKG_FAD.P_GETAUDITEMPLOYEES; PROC:PKG_RPT.GET_AUDITOR_PERFORMANCE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_FREQUENCY","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_PG.P_ADDAUDITCRITERIA; PROC:PKG_PG.P_GETPENDINGAUDITCRITERIAS; PROC:PKG_PG.P_GETREFFEREDBACKAUDITCRITERIAS; PROC:PKG_PG.P_GETPOSTCHANGESAUDITCRITERIAS; PROC:PKG_PG.TENTATIVE_AUDIT_PLAN; PROC:PKG_PG.P_GETAUDITFREQUENCIES; PROC:PKG_PG.P_GET_CRITERIA_ENT_COUNT; PROC:PKG_PG.P_GET_SPECICAL_AUDIT_FOR_APPROVAL; PROC:PKG_PG.P_GETAUDITCRITERIASTOAUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_PARA","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_HD.P_AUDIT_CONCLUDING; PROC:PKG_RPT.R_AUDITPLANPROGRESS; PROC:PKG_RPT.R_GETAUDITEEPARAS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_REPORTS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_GET_AUDIT_ENGAGEMENT; PROC:PKG_FAD.P_GET_AUDIT_REPORT; PROC:PKG_HD.P_UPLOAD_AUDIT_REPORT; PROC:PKG_HD.P_GET_FINAL_AUDIT_REPORT; PROC:PKG_HD.P_GET_AUDIT_REPORT_CONTENT; PROC:PKG_HD.P_GET_CHECK_AUDIT_REPORT_UPLOADED","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_VIOLATION_DETAIL","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_RPT.R_GETAUDITEEPARAS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_CHECKKLIST","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_SAVEAUDITOBSERVATION; PROC:PKG_AR.P_GETAUDITEECHECKKLIST","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENT_RELATION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETPARENTREPOFFICE; PROC:PKG_AD.P_GET_ENTITIES_RELATIONSHIP; PROC:PKG_AE.P_GETREALTIONSHIPTYPEFORCAU; PROC:PKG_AE.P_GETPARENTREPOFFICEFORCAU; PROC:PKG_DB.P_GETCHILDPOSTING; PROC:PKG_DB.P_GETPARENTREPOFFICE; PROC:PKG_DB.P_GETREALTIONSHIPTYPE; PROC:PKG_RPT.P_GETCHILDPOSTING; PROC:PKG_RPT.P_GETPARENTREPOFFICE; PROC:PKG_RPT.P_GETREALTIONSHIPTYPE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENT_TYPES","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_ALLUSERS; PROC:PKG_AD.P_GET_ENTITY_TYPE; PROC:PKG_AD.P_GETAUDITEEENTITYTYPES; PROC:PKG_AD.P_GET_AUDITEE_ENTITIES; PROC:PKG_AD.P_ADDAUDITENTITY; PROC:PKG_AD.RESET_USER_PASSWORD; PROC:PKG_AD.P_GETZONESFORHOMOINTORING; PROC:PKG_AD.P_GETCHILDPOSTING; PROC:PKG_AD.P_GETPARENTREPOFFICE; PROC:PKG_AD.P_GET_ENTITIES_TYPES; PROC:PKG_AD.P_UPDATE_ENTITIES_TYPES; PROC:PKG_AD.P_ADD_ENTITY_SHIFTING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITEE_SUBENTITY","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETAUDITSUBENTITIES; PROC:PKG_AD.P_GETSUBENTITIES; PROC:PKG_AD.P_ADDSUBENTITY; PROC:PKG_AD.P_UPDATESUBENTITY; PROC:PKG_AR.P_SUBMITAUDITOBSERVATIONTOAUDITEE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_ANNEXURE; PROC:PKG_AD.P_GET_ALLUSERS; PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE; PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE_COMP; PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE_AUTHORIZATION; PROC:PKG_AD.P_UPDATE_ENTITIES; PROC:PKG_AD.P_GET_AUDITEE_ENTITIES; PROC:PKG_AD.RESET_USER_PASSWORD; PROC:PKG_AD.P_GETAUDITZONES; PROC:PKG_AD.P_GETZONES; PROC:PKG_AD.P_GETZONESFORHOMOINTORING; PROC:PKG_AD.P_GETRISKPROCESSTRANSACTIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_ADDRESS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_RPT.R_GETAUDITEEADDRESS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_MAPING","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETZONESFORHOMOINTORING; PROC:PKG_AD.P_GETSUBENTITIES; PROC:PKG_AD.P_GETCHILDPOSTING; PROC:PKG_AD.P_UPDATEENTITIEES; PROC:PKG_AD.P_UPDATE_ENTITIES_MAPPING; PROC:PKG_AD.P_ADD_ENTITIES_MAPPING; PROC:PKG_AD.P_GET_ENTITIES_MAPPING; PROC:PKG_AD.P_GET_ENTITIES; PROC:PKG_AD.P_ADD_ENTITY_SHIFTING; PROC:PKG_AD.P_UPDATE_GM_OFFICE_RELATIONSHIP; PROC:PKG_AD.P_UPDATE_RPT_OFFICE_RELATIONSHIP; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_MAPING_COM","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_UPDATE_ENTITY_COMP; PROC:PKG_AD.P_ADD_COM_OFFICER; PROC:PKG_AD.P_UPDATE_COM_OFFICER; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE; PROC:PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE; PROC:PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_REVIEW; PROC:PKG_RPT.P_GET_COMPLIANCE_REPORT","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_MAPING_FAD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GET_ENTITIES_FOR_MANAGE_OBSERVATIONS; PROC:PKG_AR.P_GETOBSERVATIONENTITIES; PROC:PKG_FAD.P_GETNEWPARASFORRESPONSEAUTHORIZE; PROC:PKG_FAD.P_GETENTITIESFORLEGACYPARA; PROC:PKG_FAD.P_GET_SETTLED_PARA_ENTITIES; PROC:PKG_FAD.P_GETLEAGACYOBSERVATIONS; PROC:PKG_FAD.P_GETOLDPARASFORRESPONSEAUTHORIZE; PROC:PKG_FAD.P_GET_AUDITEE_PARENT_FAD; PROC:PKG_FAD.P_GET_AUDITEE_CHILD_FAD; PROC:PKG_FAD.P_GET_SETTLED_PARA_DETAILS_PARA_COMPLIANCE; PROC:PKG_RPT.P_FAD_AUDIT_PARA_RECONCILIATION","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_MAPING_FUNCTION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_DB.P_GETREALTIONSHIPTYPE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_MAPING_REPORTING","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_ENTITIES_MAPPING_REPORTING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_RISK","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_DETAILS_FOR_ENTITY_SHIFTING; PROC:PKG_AD.P_ADD_ENTITY_SHIFTING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_SIZE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_DETAILS_FOR_ENTITY_SHIFTING; PROC:PKG_AD.P_ADD_ENTITY_SHIFTING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_SIZE_DISC","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE; PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE_COMP; PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE_AUTHORIZATION; PROC:PKG_AD.P_GETBRANCHSIZES; PROC:PKG_AD.P_GET_DETAILS_FOR_ENTITY_SHIFTING; PROC:PKG_AR.P_GETJOININGDETAILS; PROC:PKG_PG.P_GETPENDINGAUDITCRITERIAS; PROC:PKG_PG.P_GETREFFEREDBACKAUDITCRITERIAS; PROC:PKG_PG.P_GETPOSTCHANGESAUDITCRITERIAS; PROC:PKG_PG.TENTATIVE_AUDIT_PLAN; PROC:PKG_PG.P_GETAUDITCRITERIASTOAUTHORIZE; PROC:PKG_RPT.P_GET_ENTITY_SIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_UPDATE_AZ","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE; PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE_COMP; PROC:PKG_AD.P_GETENTITEES_FOR_UPDATE_AUTHORIZATION; PROC:PKG_AD.P_UPDATE_ENTITIES","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDITEE_ENTITIES_UPDATE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_UPDATEENTITIEES","Migrate to IAS_ZTBL core or dedicated history module"
"T_BAC_ACTIONABLE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_BAC.P_BAC_GET_ACTIONABLE_SNAP; PROC:PKG_BAC.P_BAC_GET_ACTIONABLE; PROC:PKG_BAC.P_BAC_GET_ACTIONABLE_MEETINGS_WITH_STATUS","Migrate to IAS_ZTBL core or dedicated history module"
"T_BAC_ACTIONABLE_UPDATES","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_BAC.P_BAC_GET_ACTIONABLE_SUM","Migrate to IAS_ZTBL core or dedicated history module"
"T_BAC_MEETINGS_AGENDA","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_BAC.P_BAC_AGENDA","Migrate to IAS_ZTBL core or dedicated history module"
"T_BRANCH_RISK_RATING","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_ADD_BRANCH_RISK_RATING","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_AIR","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.P_CAU_AIR","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_AIR_RESPONSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.P_CAU_AIR_REPLY","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_ARPSES_PERIOD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.P_CAU_ARPSE_YEAR","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_DAC_RECOMMENDATION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.T_CAU_PDP","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_OM","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.P_CAU_OM; PROC:PKG_CM.P_CAU_OM_REPLY; PROC:PKG_CM.P_CAU_OM_GET; PROC:PKG_CM.P_CAUGETASSIGNEDOMS","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_OM_RESPONSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.P_CAU_OM_REPLY","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_PAC_DIRECTIVES","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.T_CAU_ARPSE","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_PDP","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.T_CAU_PDP","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_PERIOD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.P_CAU_OM_YEAR","Migrate to IAS_ZTBL core or dedicated history module"
"T_CAU_STATUS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_CM.P_CAUGETASSIGNEDOMS","Migrate to IAS_ZTBL core or dedicated history module"
"T_COM_AUDIT_ARPSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE; PROC:PKG_COMMERCIAL_AUDIT.P_GET_ARPSE_HEADERS; PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_DAC; PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_PAC","Migrate to IAS_ZTBL core or dedicated history module"
"T_COM_AUDIT_ARPSE_DAC","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_DAC; PROC:PKG_COMMERCIAL_AUDIT.P_GET_ARPSE_DAC_ENTRIES","Migrate to IAS_ZTBL core or dedicated history module"
"T_COM_AUDIT_ARPSE_PAC","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_PAC; PROC:PKG_COMMERCIAL_AUDIT.P_GET_ARPSE_PAC_ENTRIES","Migrate to IAS_ZTBL core or dedicated history module"
"T_COM_AUDIT_OM","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_OM; PROC:PKG_COMMERCIAL_AUDIT.P_GET_OMS; PROC:PKG_COMMERCIAL_AUDIT.P_GET_PDPS; PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_PDP_OM_MAP; PROC:PKG_COMMERCIAL_AUDIT.P_GET_PDP_OM_MAP","Migrate to IAS_ZTBL core or dedicated history module"
"T_COM_AUDIT_PDP","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_PDP; PROC:PKG_COMMERCIAL_AUDIT.P_GET_PDPS; PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_PDP_OM_MAP","Migrate to IAS_ZTBL core or dedicated history module"
"T_COM_AUDIT_PDP_OM_MAP","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_COMMERCIAL_AUDIT.P_GET_PDPS; PROC:PKG_COMMERCIAL_AUDIT.P_SAVE_PDP_OM_MAP; PROC:PKG_COMMERCIAL_AUDIT.P_GET_PDP_OM_MAP","Migrate to IAS_ZTBL core or dedicated history module"
"T_CONTROL_VIOLATION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AE.P_GETAUDITEEOLDPARAS; PROC:PKG_AR.P_GETAUDITVOILATIONCATS; PROC:PKG_AR.P_GETVOILATIONSUBGROUP; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONSTEXT; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONS; PROC:PKG_PG.P_GETCCQ; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_CONTROL_VIOLATION_SUB","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AE.P_GETAUDITEEOLDPARAS; PROC:PKG_AR.P_GETVOILATIONSUBGROUP; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONSTEXT; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONS; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_HO; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_NAMES_HO; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_NAMES_CHECKLIST_HO; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_NAMES_CHECKLIST_SUB_HO; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_HO; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_COSO_RATING","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_ADD_BRANCH_RISK_RATING","Migrate to IAS_ZTBL core or dedicated history module"
"T_COSO_RATING_DEPARTMENT_FINAL","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AIS.P_GETCOSORISKFORDEPARTMENT","Migrate to IAS_ZTBL core or dedicated history module"
"T_COSO_RATING_DEPARTMENT_INHERITED_RISK","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AIS.P_GETCOSORISKFORDEPARTMENT","Migrate to IAS_ZTBL core or dedicated history module"
"T_COSO_RATING_FACTORS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_NAMES_HO; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_NAMES_CHECKLIST_HO; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_NAMES_CHECKLIST_SUB_HO; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE_HO; PROC:PKG_RPT.P_GET_DASH_TABLE_FUNCTIONWISE_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_COSO_RISK","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_GETCOSORISKS; PROC:PKG_AE.P_GETAUDITEEOLDPARAS; PROC:PKG_PG.P_GETCCQ","Migrate to IAS_ZTBL core or dedicated history module"
"T_DASHBOARD_SCORECARD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_DB.P_GET_DASHBORAD_SCORECARD","Migrate to IAS_ZTBL core or dedicated history module"
