"RowNo","Owner","TableName","ColumnId","ColumnName","DataType","DataLength","Nullable","ConstraintName","ConstraintDesc","TriggerName","TriggeringEvent","TriggerStatus"
"2611","ZTBLAIS_PROD","T_AU_OBSERVATION_MAN","2","ENTITY_ID","NUMBER","22","Y",,,,,
"2612","ZTBLAIS_PROD","T_AU_OBSERVATION_MAN","3","OLD_PARA_ID","NUMBER","22","Y",,,,,
"2613","ZTBLAIS_PROD","T_AU_OBSERVATION_MAN","4","REF_P","VARCHAR2","1000","Y",,,,,
"2614","ZTBLAIS_PROD","T_AU_OBSERVATION_MAN","5","NEW_PARAID","NUMBER","22","Y",,,,,
"2615","ZTBLAIS_PROD","T_AU_OBSERVATION_MAN","6","PARA_STATUS","NUMBER","22","Y",,,,,
"2616","ZTBLAIS_PROD","T_AU_OBSERVATION_MAN","7","ENG_ID","NUMBER","22","Y",,,,,
"2617","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","1","PARA_ID","NUMBER","22","Y",,,,,
"2618","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","2","PERIOD","DATE","7","Y",,,,,
"2619","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","3","ENTITY_NAME","VARCHAR2","900","Y",,,,,
"2620","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","4","PARA_NO","VARCHAR2","200","Y",,,,,
"2621","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","5","GIST_OF_PARAS","VARCHAR2","2500","Y",,,,,
"2622","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","6","ENTITY_ID","NUMBER","22","Y",,,,,
"2623","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","7","AUDITED_BY","NUMBER","22","Y",,,,,
"2624","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","8","PARA_TEXT","CLOB","4000","Y",,,,,
"2625","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","9","PARA_STATUS","NUMBER","22","Y",,,,,
"2626","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","10","V_CAT_ID","NUMBER","22","Y",,,,,
"2627","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","11","V_CAT_NATURE_ID","NUMBER","22","Y",,,,,
"2628","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","12","RISK_ID","NUMBER","22","Y",,,,,
"2629","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","13","ENTERED_BY","NUMBER","22","Y",,,,,
"2630","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","14","ENTERED_ON","DATE","7","Y",,,,,
"2631","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","15","STATUS","NUMBER","22","Y",,,,,
"2632","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","16","SETTELED_BY","NUMBER","22","Y",,,,,
"2633","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","17","SETTELED_ON","DATE","7","Y",,,,,
"2634","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","18","UPDATED_ON","DATE","7","Y",,,,,
"2635","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS","19","UPDATED_BY","NUMBER","22","Y",,,,,
"2636","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","1","ID","NUMBER","22","N","SYS_C001093023","CHECK",,,
"2637","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","2","REPLYNO","NUMBER","22","N","SYS_C001093024","CHECK",,,
"2638","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","3","AU_OBS_ID","NUMBER","22","N","SYS_C001093025","CHECK",,,
"2639","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","4","REPLY","CLOB","4000","N","SYS_C001093026","CHECK",,,
"2640","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","5","REPLIEDBY","NUMBER","22","N","SYS_C001093027","CHECK",,,
"2641","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","6","REPLIEDDATE","DATE","7","N","SYS_C001093028","CHECK",,,
"2642","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","7","LASTUPDATEDBY","NUMBER","22","Y",,,,,
"2643","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","8","LASTUPDATEDDATE","DATE","7","Y",,,,,
"2644","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","9","C_I_REMARKS","CLOB","4000","Y",,,,,
"2645","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","10","IMP_RECOMMENDATION","VARCHAR2","250","Y",,,,,
"2646","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","11","HEADAUDITCOMMENTS","VARCHAR2","250","Y",,,,,
"2647","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","12","HEADAUDITDECISION","VARCHAR2","2","Y",,,,,
"2648","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","13","SUBMITTED","VARCHAR2","1","Y",,,,,
"2649","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","14","STATUS","NUMBER","22","Y",,,,,
"2650","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","1","ID","NUMBER","22","Y",,,,,
"2651","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","2","PARA_ID","NUMBER","22","Y",,,,,
"2652","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","3","PP_NUM","NUMBER","22","Y",,,,,
"2653","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","4","STATUS_CHANGE_DATE","TIMESTAMP(6)","11","Y",,,,,
"2654","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","5","REMARKS","VARCHAR2","1000","Y",,,,,
"2655","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","1","ID","NUMBER","22","N","SYS_C001093021","CHECK",,,
"2656","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","2","OBSERVATSION_ID","NUMBER","22","N","SYS_C001093022","CHECK",,,
"2657","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","3","REMARKS","VARCHAR2","500","Y",,,,,
"2658","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","4","ENTEREDBY","NUMBER","22","Y",,,,,
"2659","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","5","ENTEREDDATE","DATE","7","Y",,,,,
"2660","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","6","LASTUPDATEDBY","NUMBER","22","Y",,,,,
"2661","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","7","LASTUPDATEDDATE","DATE","7","Y",,,,,
"2662","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","8","HEADING","VARCHAR2","500","Y",,,,,
"2663","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","9","TEXT","CLOB","4000","Y",,,,,
"2664","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","1","ID","NUMBER","22","N","SYS_C001092824","CHECK",,,
"2665","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","2","ENGPLANID","NUMBER","22","N","SYS_C001092825","CHECK",,,
"2666","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","3","STATUS","NUMBER","22","N","SYS_C001092826","CHECK",,,
"2667","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","4","ENTEREDBY","NUMBER","22","N","SYS_C001092827","CHECK",,,
"2668","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","5","ENTEREDDATE","DATE","7","N","SYS_C001092828","CHECK",,,
"2669","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","6","LASTUPDATEDBY","NUMBER","22","Y",,,,,
"2670","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","7","LASTUPDATEDDATE","DATE","7","Y",,,,,
"2671","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","8","AMOUNT_INVOLVED","NUMBER","22","Y",,,,,
"2672","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","9","REPLYBY","NUMBER","22","Y",,,,,
"2673","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","10","REPLYDATE","DATE","7","Y",,,,,
"2674","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","11","LASTREPLYBY","NUMBER","22","Y",,,,,
"2675","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","12","LASTREPLYDATE","DATE","7","Y",,,,,
"2676","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","13","MEMO_DATE","DATE","7","N","SYS_C001092829","CHECK",,,
"2677","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","14","SEVERITY","NUMBER","22","N","SYS_C001092830","CHECK",,,
"2678","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","15","MEMO_NUMBER","NUMBER","22","N","SYS_C001092831","CHECK",,,
"2679","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","16","MEMO_REPLY_DATE","DATE","7","Y",,,,,
"2680","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","17","RESPONSIBILITY_ASSIGNED","NUMBER","22","Y",,,,,
"2681","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","18","TRANSACTION_ID","NUMBER","22","Y",,,,,
"2682","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","19","RISKMODEL_ID","NUMBER","22","Y",,,,,
"2683","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","20","SUBCHECKLIST_ID","NUMBER","22","Y",,,,,
"2684","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","21","CHECKLISTDETAIL_ID","NUMBER","22","Y",,,,,
"2685","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","22","V_CAT_ID","NUMBER","22","Y",,,,,
"2686","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_FAD","23","V_CAT_NATURE_ID","NUMBER","22","Y",,,,,
"2687","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","1","ID","NUMBER","22","Y",,,,,
"2688","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","2","REF_P","VARCHAR2","1000","Y",,,,,
"2689","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","3","PP_NO","NUMBER","22","Y",,,,,
"2690","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","4","STATUS","VARCHAR2","50","Y",,,,,
"2691","ZTBLAIS_PROD","T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","5","DEL_STATUS","VARCHAR2","50","Y",,,,,
"2692","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","1","REF_ID","NUMBER","22","N","PK_T_AU_OBS_REF_MAP","PRIMARY KEY",,,
"2693","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","1","REF_ID","NUMBER","22","N","SYS_C001105557","CHECK",,,
"2694","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","2","OBS_ID","NUMBER","22","N","SYS_C001105558","CHECK",,,
"2695","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","3","REFERENCE_ID","NUMBER","22","N","SYS_C001105559","CHECK",,,
"2696","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","4","STATUS","VARCHAR2","20","Y",,,,,
"2697","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","5","CREATED_BY","VARCHAR2","50","Y",,,,,
"2698","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","6","CREATED_ON","DATE","7","Y",,,,,
"2699","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","7","UPDATED_BY","VARCHAR2","50","Y",,,,,
"2700","ZTBLAIS_PROD","T_AU_OBSERVATION_REFERENCE_MAP","8","UPDATED_ON","DATE","7","Y",,,,,
"2701","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","1","ID","NUMBER","22","N","SYS_C001092907","CHECK",,,
"2702","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","2","OBS_ID","NUMBER","22","N","SYS_C001092908","CHECK",,,
"2703","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","3","ASSIGNEDBY","NUMBER","22","N","SYS_C001092909","CHECK",,,
"2704","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","4","PP_NO","NUMBER","22","N","SYS_C001092910","CHECK",,,
"2705","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","5","LASTUPDATEDBY","NUMBER","22","Y",,,,,
"2706","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","6","LASTUPDATEDDATE","DATE","7","Y",,,,,
"2707","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","7","IS_ACTIVE","VARCHAR2","1","N","SYS_C001092911","CHECK",,,
"2708","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","8","REMARKS","VARCHAR2","1","Y",,,,,
"2709","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","9","LOAN_CASE","NUMBER","22","Y",,,,,
"2710","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","10","ACCOUNT_NUMBER","NUMBER","22","Y",,,,,
"2711","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","11","LC_AMOUNT","NUMBER","22","Y",,,,,
"2712","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","12","AC_AMOUNT","NUMBER","22","Y",,,,,
"2713","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","13","COM_ID","NUMBER","22","Y",,,,,
"2714","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","14","ENG_ID","NUMBER","22","Y",,,,,
"2715","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","1","PARA_ID","NUMBER","22","Y",,,,,
"2716","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","2","IND","CHAR","1","Y",,,,,
"2717","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","3","OLD_PARA_ID","NUMBER","22","Y",,,,,
"2718","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","4","NEW_PARA_ID","NUMBER","22","Y",,,,,
"2719","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","5","PP_NO","NUMBER","22","Y",,,,,
"2720","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","6","LOAN_CASE","NUMBER","22","Y",,,,,
"2721","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","7","LOAN_AMOUNT","NUMBER","22","Y",,,,,
"2722","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","8","ACCCOUNT_AMOUNT","NUMBER","22","Y",,,,,
"2723","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","9","ACCOUNT_NO","NUMBER","22","Y",,,,,
"2724","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","10","REASONS","VARCHAR2","2000","Y",,,,,
"2725","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","11","ACTION","VARCHAR2","2","Y",,,,,
"2726","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","12","UPDATED_BY","NUMBER","22","Y",,,,,
"2727","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","13","UPDATED_ON","DATE","7","Y",,,,,
"2728","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","14","AUTHORIZED_BY","NUMBER","22","Y",,,,,
"2729","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","15","AUTHORIZED_ON","DATE","7","Y",,,,,
"2730","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","16","COM_ID","NUMBER","22","Y",,,,,
"2731","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","17","ENG_ID","NUMBER","22","Y",,,,,
"2732","ZTBLAIS_PROD","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","18","BRANCH_CODE","NUMBER","22","Y",,,,,
"2733","ZTBLAIS_PROD","T_AU_OBSERVATION_SEVERITY","1","ID","NUMBER","22","N","SYS_C001092970","CHECK",,,
"2734","ZTBLAIS_PROD","T_AU_OBSERVATION_SEVERITY","2","NAME","VARCHAR2","100","N","SYS_C001092971","CHECK",,,
"2735","ZTBLAIS_PROD","T_AU_OBSERVATION_SEVERITY","3","DESCRIPTION","VARCHAR2","250","Y",,,,,
"2736","ZTBLAIS_PROD","T_AU_OBSERVATION_SEVERITY","4","ISACTIVE","VARCHAR2","1","N","SYS_C001092972","CHECK",,,
"2737","ZTBLAIS_PROD","T_AU_OBSERVATION_SEVERITY","5","CODE","NUMBER","22","N","SYS_C001092973","CHECK",,,
"2738","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","1","ID","NUMBER","22","Y",,,,,
"2739","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","2","OLD_ENTITY_ID","NUMBER","22","Y",,,,,
"2740","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","3","NEW_ENTITY_ID","NUMBER","22","Y",,,,,
"2741","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","4","OLD_PARA_ID","NUMBER","22","Y",,,,,
"2742","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","5","NEW_PARA_ID","NUMBER","22","Y",,,,,
"2743","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","6","SHIFTING_DATE","DATE","7","Y",,,,,
"2744","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","7","PARA_STATUS","NUMBER","22","Y",,,,,
"2745","ZTBLAIS_PROD","T_AU_OBSERVATION_SHIFTING","8","ANNEX","NUMBER","22","Y",,,,,
"2746","ZTBLAIS_PROD","T_AU_OBSERVATION_STATUS","1","STATUSID","NUMBER","22","N","SYS_C001092747","CHECK",,,
"2747","ZTBLAIS_PROD","T_AU_OBSERVATION_STATUS","2","STATUSNAME","VARCHAR2","100","N","SYS_C001092748","CHECK",,,
"2748","ZTBLAIS_PROD","T_AU_OBSERVATION_STATUS","3","ISACTIVE","VARCHAR2","1","N","SYS_C001092749","CHECK",,,
"2749","ZTBLAIS_PROD","T_AU_OBSERVATION_STATUS","4","CODE","NUMBER","22","N","SYS_C001092750","CHECK",,,
"2750","ZTBLAIS_PROD","T_AU_OBSERVATION_STATUS","5","SATISFIED","VARCHAR2","1","Y",,,,,
"2751","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","1","ID","NUMBER","22","N","SYS_C001093140","CHECK",,,
"2752","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","2","OBSERVATSION_ID","NUMBER","22","N","SYS_C001093141","CHECK",,,
"2753","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","3","TEXT","CLOB","4000","Y",,,,,
"2754","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","4","REMARKS","VARCHAR2","250","Y",,,,,
"2755","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","5","ENTEREDBY","NUMBER","22","Y",,,,,
"2756","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","6","ENTEREDDATE","DATE","7","Y",,,,,
"2757","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","7","LASTUPDATEDBY","NUMBER","22","Y",,,,,
"2758","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","8","LASTUPDATEDDATE","DATE","7","Y",,,,,
"2759","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","9","ENG_PLAN","NUMBER","22","Y",,,,,
"2760","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","10","MEMO_NUMBER","NUMBER","22","Y",,,,,
"2761","ZTBLAIS_PROD","T_AU_OBSERVATION_TEXT","11","HEADINGS","VARCHAR2","3000","Y",,,,,
"2762","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","1","PARAID","NUMBER","22","Y",,,,,
"2763","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","2","NEW_PARAID","NUMBER","22","Y",,,,,
"2764","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","3","OLD_PARA_ID","NUMBER","22","Y",,,,,
"2765","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","4","PARA_NO","VARCHAR2","1000","Y",,,,,
"2766","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","5","AUDIT_PERIOD","VARCHAR2","50","Y",,,,,
"2767","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","6","GIST_OF_PARA","VARCHAR2","4000","Y",,,,,
"2768","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","7","RISK","NUMBER","22","Y",,,,,
"2769","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","8","IND","CHAR","1","Y",,,,,
"2770","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","9","ANNEX_ID","NUMBER","22","Y",,,,,
"2771","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","10","NO_INSTANCES","NUMBER","22","Y",,,,,
"2772","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","11","AMOUNT","NUMBER","22","Y",,,,,
"2773","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","12","UPDATED_BY","NUMBER","22","Y",,,,,
"2774","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","13","UPDATED_ON","DATE","7","Y",,,,,
"2775","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","14","P_TYPE_IND","CHAR","1","Y",,,,,
"2776","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","15","PARA_TEXT","CLOB","4000","Y",,,,,
"2777","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","16","AUTHORIZED_BY","NUMBER","22","Y",,,,,
"2778","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","17","AUTHORIZED_ON","DATE","7","Y",,,,,
"2779","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","18","ANNEXURE_REF_ID","NUMBER","22","Y",,,,,
"2780","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_DETAILS","19","COM_ID","NUMBER","22","Y",,,,,
"2781","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","1","C_ID","NUMBER","22","Y",,,,,
"2782","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","2","N_PARA_ID","NUMBER","22","Y",,,,,
"2783","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","3","O_PARA_ID","NUMBER","22","Y",,,,,
"2784","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","4","PARA_NO","VARCHAR2","1000","Y",,,,,
"2785","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","5","AUDIT_PERIOD","VARCHAR2","50","Y",,,,,
"2786","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","6","GIST_OF_PARAS","VARCHAR2","4000","Y",,,,,
"2787","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","7","RISK","NUMBER","22","Y",,,,,
"2788","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","8","IND","CHAR","1","Y",,,,,
"2789","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","9","ANNEX_ID","NUMBER","22","Y",,,,,
"2790","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","10","NO_INSTANCES","NUMBER","22","Y",,,,,
"2791","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","11","AMOUNT","NUMBER","22","Y",,,,,
"2792","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","12","UPDATED_BY","NUMBER","22","Y",,,,,
"2793","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","13","UPDATED_ON","DATE","7","Y",,,,,
"2794","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","14","P_TYPE_IND","CHAR","1","Y",,,,,
"2795","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","15","PARA_TEXT","CLOB","4000","Y",,,,,
"2796","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","16","AUTHORIZED_BY","NUMBER","22","Y",,,,,
"2797","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","17","AUTHORIZED_ON","DATE","7","Y",,,,,
"2798","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","18","ANNEXURE_REF_ID","NUMBER","22","Y",,,,,
"2799","ZTBLAIS_PROD","T_AU_OBSERVATION_UPDATED_REFERENCE","19","STATUS","VARCHAR2","2","Y",,,,,
"2800","ZTBLAIS_PROD","T_AU_OBS_AUDITEE_REPLY_EVIDENCE","1","ID","NUMBER","22","N","SYS_C001093090","CHECK",,,
"2801","ZTBLAIS_PROD","T_AU_OBS_AUDITEE_REPLY_EVIDENCE","2","FILE_NAME","VARCHAR2","100","N","SYS_C001093091","CHECK",,,
