JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:680,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,submitObservationToAuditee,/ApiCalls/get_observation_text_branches,POST,ApiCalls.get_observation_text_branches,OBS_ID,OBS_ID,GetManagedObservationTextForBranches,pkg_ar.P_GetManagedObservationsForBranchesText,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:725,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,submitObservationToAuditeeAfterDSAIssuance,/ApiCalls/submit_dsa_to_auditee,POST,ApiCalls.submit_dsa_to_auditee,"ENTITY_ID, OBS_ID, ENG_ID, RespDSAModel","ENG_ID, ENTITY_ID, OBS_ID, RespDSAModel",SubmitDSAToAuditee,pkg_ar.P_draft_dsa,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:753,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",GetObservationSubmittedNotificationData,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:753,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",IsObservationSubmittedToAuditee,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:753,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",SubmitAuditObservationToAuditee,pkg_ar.P_SubmitAuditObservationToAuditee,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:780,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,finalUpdateMemoContent,/ApiCalls/update_observation_text,POST,ApiCalls.update_observation_text,"OBS_ID, OBS_TEXT, PROCESS_ID, SUBPROCESS_ID, CHECKLIST_ID, OBS_TITLE, RISK_ID, ANNEXURE_ID, REFERENCE_ID","ANNEXURE_ID, CHECKLIST_ID, OBS_ID, OBS_TEXT, OBS_TITLE, PROCESS_ID, REFERENCE_ID, RISK_ID, SUBPROCESS_ID",UpdateAuditObservationText,pkg_ar.P_UpdateObservation,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:814,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,downloadFile,/ApiCalls/get_auditee_evidence_data,POST,ApiCalls.get_auditee_evidence_data,FILE_ID,FILE_ID,GetAuditeeEvidenceData,pkg_ar.P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_FileData,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\fieldAudit\observationReplica.js:239,AIS\Views\FieldAudit\_Observation.cshtml:315,clearPending,/ApiCalls/sub_checklist,POST,ApiCalls.sub_checklist,"T_ID, ENG_ID","T_ID, option",GetAuditChecklistSub,pkg_ar.p_GetAuditChecklistSub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id | JS sends parameters not present in controller signature: option,Add the missing JS data keys or update the controller signature if model binding is intentional. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\fieldAudit\observationReplica.js:264,AIS\Views\FieldAudit\_Observation.cshtml:315,success,/ApiCalls/checklist_details,POST,ApiCalls.checklist_details,S_ID,"S_ID, option",GetAuditChecklistDetails,pkg_ar.P_GetAuditChecklistDetails,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\fieldAudit\observationReplica.js:390,AIS\Views\FieldAudit\_Observation.cshtml:315,error,/ApiCalls/save_observations_cau,POST,ApiCalls.save_observations_cau,request,,SaveAuditObservationCAU,pkg_ar.P_SaveAuditObservationCAD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\fieldAudit\observationReplica.js:390,AIS\Views\FieldAudit\_Observation.cshtml:315,error,/ApiCalls/save_observations_cau,POST,ApiCalls.save_observations_cau,request,,SaveAuditObservationCAU,pkg_ar.P_responibilityassigned,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\fieldAudit\observationReplica.js:456,AIS\Views\FieldAudit\_Observation.cshtml:315,updateRiskDisplay,/ApiCalls/get_responsible_by_pp,POST,ApiCalls.get_responsible_by_pp,PP_NO,PP_NO,GetEmployeeNameFromPPNO,pkg_ar.P_get_employees_information,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\fieldAudit\observationReplica.js:495,AIS\Views\FieldAudit\_Observation.cshtml:315,success,/ApiCalls/get_responsible_by_lc,POST,ApiCalls.get_responsible_by_lc,"LC_NO, BR_CODE","BR_CODE, LC_NO",GetLoanCaseDetailsWithBRCode,pkg_ar.P_GET_LC_DETAILS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\fieldAudit\samplesReplica.js:85,AIS\Views\FieldAudit\_Samples.cshtml:30,renderRows,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\fieldAudit\wpaperReplica.js:40,AIS\Views\FieldAudit\_WPaper.cshtml:98,getLoanCaseFiles,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\fieldAudit\wpaperReplica.js:105,AIS\Views\FieldAudit\_WPaper.cshtml:98,addNewLoanCaseFile,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring.js:7,AIS\Views\HM\old_paras_monitoring.cshtml:94,getZoneBranches,/ApiCalls/get_zone_Branches,POST,ApiCalls.get_zone_Branches,ZONEID,"ZONEID, option",GetZoneBranches,pkg_hd.P_GetOldParasEntityid,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring.js:32,AIS\Views\HM\old_paras_monitoring.cshtml:94,getEntityObservation,/ApiCalls/get_old_paras_for_monitoring,POST,ApiCalls.get_old_paras_for_monitoring,ENTITY_ID,"ENTITY_ID, option",GetOldParasForMonitoring,pkg_hd.P_GET_ALL_PARAS_MONITORING,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring.js:56,AIS\Views\HM\old_paras_monitoring.cshtml:94,viewParaText,/ApiCalls/get_all_para_text,POST,ApiCalls.get_all_para_text,COM_ID,COM_ID,GetAllParaText,pkg_hd.P_GET_ALL_PARA_TEXT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring_ppno.js:15,AIS\Views\HM\old_paras_monitoring_ppno.cshtml:85,getEntityObservation,/ApiCalls/get_old_paras_for_monitoring_ppno,POST,ApiCalls.get_old_paras_for_monitoring_ppno,ppno,ppno,GetOldParasForMonitoringPpno,pkg_hd.p_ppno_para,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring_ppno.js:53,AIS\Views\HM\old_paras_monitoring_ppno.cshtml:85,getEmployeeName,/ApiCalls/get_user_name,POST,ApiCalls.get_user_name,PPNUMBER,PPNUMBER,GetUserName,pkg_hd.p_ppno_name,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring_ppno.js:88,AIS\Views\HM\old_paras_monitoring_ppno.cshtml:85,viewParaText,/ApiCalls/getallparatext,GET,ApiCalls.GetAllParaText,comId,comId,Get_All_Para_Text,PKG_FAD.P_GetParaText,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\home-change-password.js:129,AIS\Views\Home\change_password.cshtml:54,onSubmitChangePassword,/Home/DoChangePassword,POST,Home.DoChangePassword,"Password, NewPassword, ConfirmPassword","ConfirmPassword, NewPassword, Password",ChangePasswordForUser,pkg_lg.P_ChangePassword,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_IAMS_old_para.js:21,AIS\Views\IAMS\old_para.cshtml:198,getLegacyPara,/ApiCalls/get_legacy_para,POST,ApiCalls.get_legacy_para,"AUDITED_BY, AUDIT_YEAR","AUDITED_BY, AUDIT_YEAR, option",GetOldParas,pkg_hd.P_GetOldParas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_IAMS_old_para.js:48,AIS\Views\IAMS\old_para.cshtml:198,getProcessChilds,/Setup/process_details,POST,Setup.process_details,ProcessId,ProcessId,GetRiskProcessDetails,pkg_ad.P_GetRiskProcessDetails,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_IAMS_old_para.js:75,AIS\Views\IAMS\old_para.cshtml:198,getchecklist,/Setup/process_transactions,POST,Setup.process_transactions,"ProcessDetailId, transactionId",ProcessDetailId,GetRiskProcessTransactions,pkg_ad.P_GetRiskProcessTransactions,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_IAMS_old_para.js:119,AIS\Views\IAMS\old_para.cshtml:198,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_hd.P_AddOldParas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IAMS_old_para.js:119,AIS\Views\IAMS\old_para.cshtml:198,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_ais.P_AddOldParasResponsibilityAssigned,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IAMS_paras.js:21,AIS\Views\IAMS\paras.cshtml:177,getLegacyPara,/ApiCalls/get_outstanding_para,POST,ApiCalls.get_outstanding_para,ENTITY_ID,"ENTITY_ID, option",GetOutstandingParas,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IAMS_paras.js:48,AIS\Views\IAMS\paras.cshtml:177,getProcessChilds,/Setup/process_details,POST,Setup.process_details,ProcessId,ProcessId,GetRiskProcessDetails,pkg_ad.P_GetRiskProcessDetails,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_IAMS_paras.js:75,AIS\Views\IAMS\paras.cshtml:177,getchecklist,/Setup/process_transactions,POST,Setup.process_transactions,"ProcessDetailId, transactionId",ProcessDetailId,GetRiskProcessTransactions,pkg_ad.P_GetRiskProcessTransactions,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_IAMS_paras.js:119,AIS\Views\IAMS\paras.cshtml:177,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_hd.P_AddOldParas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IAMS_paras.js:119,AIS\Views\IAMS\paras.cshtml:177,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_ais.P_AddOldParasResponsibilityAssigned,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_account_document.js:19,AIS\Views\IID\account_document.cshtml:37,loadAccountDocuments,/ApiCalls/get_iid_biomet_account_documents_sampling_details,POST,ApiCalls.get_iid_biomet_account_documents_sampling_details,AC_NO,AC_NO,GetIidAccountDocuments,pkg_ISM.P_GET_ACCOUNT_DOC,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_ACCOUNT_DOC",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Account_exception.js:13,AIS\Views\IID\Account_exception.cshtml:30,loadexceptionReport,/ApiCalls/get_iid_exception_account_report,POST,ApiCalls.get_iid_exception_account_report,"ENG_ID, RPT_ID","ENG_ID, RPT_ID",GetIidExceptionReportData,pkg_ISM.P_GET_EXCEPTION_REPORT_DATA,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_EXCEPTION_REPORT_DATA","Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_account_transaction.js:14,AIS\Views\IID\account_transaction.cshtml:35,loadAccountTransactions,/ApiCalls/get_iid_biomet_account_transaction_sampling_details,POST,ApiCalls.get_iid_biomet_account_transaction_sampling_details,"ENG_ID, AC_NO","AC_NO, ENG_ID",GetIidAccountTransactions,pkg_ISM.p_get_account_transcations,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_account_transcations",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:60,AIS\Views\IID\Add_Exception_Reports.cshtml:188,loadReports,/ApiCalls/get_iid_list_of_reports,POST,ApiCalls.get_iid_list_of_reports,ENG_ID,ENG_ID,GetIidListOfReports,pkg_ISM.T_AU_EXCEPTION_REPORT,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.T_AU_EXCEPTION_REPORT",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:317,AIS\Views\IID\Add_Exception_Reports.cshtml:188,saveReport,/ApiCalls/add_iid_exception_account_report,POST,ApiCalls.add_iid_exception_account_report,"IND, REPORT_ID, REPORT_TITLE, DESCRIPTION, TYPE, LOAN_STATUS_ID",,AddIidExceptionAccountReport,pkg_ISM.P_ADD_NEW_EXP_REPORT,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_ADD_NEW_EXP_REPORT,Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:357,AIS\Views\IID\Add_Exception_Reports.cshtml:188,loadFormat,/ApiCalls/get_iid_exception_report_format,GET,ApiCalls.get_iid_exception_report_format,report_id,report_id,GetIidExceptionReportFormat,pkg_ISM.P_GET_EXCEPTION_REPORT_FORMAT,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_EXCEPTION_REPORT_FORMAT,Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:431,AIS\Views\IID\Add_Exception_Reports.cshtml:188,saveFormat,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\iid\inquiryReportAnalysis.js:140,AIS\Views\IID\Analysis.cshtml:158; AIS\Views\IID\Analysis.cshtml:163,loadAnalysisData,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\iid\inquiryReportAnalysis.js:179,AIS\Views\IID\Analysis.cshtml:158; AIS\Views\IID\Analysis.cshtml:163,finalizeInquiryReport,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\iid\inquiryReportAnalysis.js:159,AIS\Views\IID\Analysis.cshtml:158; AIS\Views\IID\Analysis.cshtml:163,loadComplaintDropdown,,POST,,,pageId,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\csp\Views_IID_CaseStudy.js:28,AIS\Views\IID\CaseStudy.cshtml:81; AIS\Views\IID\CaseStudy.cshtml:86,loadPageDataByComplaintId,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_CaseStudy.js:70,AIS\Views\IID\CaseStudy.cshtml:81; AIS\Views\IID\CaseStudy.cshtml:86,complete,/ApiCalls/AddCaseStudy,POST,ApiCalls.AddCaseStudy,model,,AddCaseStudy,PKG_INQ.ADD_CASE_STUDY,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_CaseStudy.js:22,AIS\Views\IID\CaseStudy.cshtml:81; AIS\Views\IID\CaseStudy.cshtml:86,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_Exceptions_Reports.js:65,AIS\Views\IID\Exceptions_Reports.cshtml:47; AIS\Views\IID\Exceptions_Reports.cshtml:52,listSamples,/ApiCalls/get_iid_list_of_reports,POST,ApiCalls.get_iid_list_of_reports,ENG_ID,ENG_ID,GetIidListOfReports,pkg_ISM.T_AU_EXCEPTION_REPORT,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.T_AU_EXCEPTION_REPORT",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1722,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,submitForAnalysis,/ApiCalls/SubmitIidInquiryReportForAnalysis,POST,ApiCalls.SubmitIidInquiryReportForAnalysis,request,,GetIidInqEvidenceFilesByComplaintId,PKG_INQ.P_GET_INQ_EVIDENCE_FILES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
