"Category","Module","Controller","Action/API","HTTP Method","DB Package","DB Procedure","Business IDs available","Audit Action Name","Coverage Status","Reason"
"AUDIT_REPORT","","Engagement","add_joining_report","POST","pkg_ar","P_AddJoiningReport","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","Execution","manage_audit_paras_authorized","UNKNOWN","pkg_ad","p_get_annexure","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","Execution","manage_audit_paras_authorized","UNKNOWN","pkg_ad","P_GetRisks","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"EXPORT","","Execution","observation_export_pdf","UNKNOWN","pkg_ar","p_GetObservationEntities","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","FAD","ChangeParaStatus","UNKNOWN","pkg_ad","P_Getrealtionshiptype","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","FAD","Para_shifting","UNKNOWN","pkg_ad","P_Getrealtionshiptype","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","FAD","Para_shifting","UNKNOWN","pkg_ad","P_GetZonesForHoMointoring","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_EXECUTION","","FieldAudit","SubmitJoin","UNKNOWN","pkg_ar","P_AddJoiningReport","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","FieldAudit","SubmitJoin","UNKNOWN","pkg_ar","P_GetJoiningDetails","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","FieldAuditReport","FinalizeReport","POST","","","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","FinalizeReport","POST","PKG_FRPT","P_FINALIZE_REPORT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","FinalizeReport","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveFieldAuditInputs","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveFieldAuditInputs","POST","PKG_FRPT","P_SAVE_TEXT_BLOCK","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveIncomeLeakage","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveIncomeLeakage","POST","PKG_FRPT","P_SAVE_INCOME_LEAKAGE","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveKpiSnapshotRows","POST","PKG_FRPT","P_GET_KPI_SNAPSHOT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","FieldAuditReport","SaveKpiSnapshotRows","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveKpiSnapshotRows","POST","PKG_FRPT","P_SAVE_KPI_SNAPSHOT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","FieldAuditReport","SaveNarrativePara","POST","","","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","FieldAuditReport","SaveNarrativePara","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveNplSnapshotRows","POST","PKG_FRPT","P_GET_NPL_SNAPSHOT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","FieldAuditReport","SaveNplSnapshotRows","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveNplSnapshotRows","POST","PKG_FRPT","P_SAVE_NPL_SNAPSHOT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveOverallConclusion","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveOverallConclusion","POST","PKG_FRPT","P_SAVE_OVERALL_CONCLUSION","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SavePdfStatistics","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SavePdfStatistics","POST","PKG_FRPT","P_SAVE_PDF_STATISTICS","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveStaffSnapshotRows","POST","PKG_FRPT","P_GET_STAFF_SNAPSHOT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","FieldAuditReport","SaveStaffSnapshotRows","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","FieldAuditReport","SaveStaffSnapshotRows","POST","PKG_FRPT","P_SAVE_STAFF_SNAPSHOT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUTHENTICATION","Security","Home","DoChangePassword","UNKNOWN","pkg_lg","P_ChangePassword","","PASSWORD_CHANGED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"AUDIT_REPORT","","IID","Add_Exception_Reports","GET","pkg_rpt","p_get_loan_status","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"INQUIRY_COMPLAINT","","IID","FinalApproval","GET","PKG_INQ","P_GET_COMPLAINT_ID_BY_REPORT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"INQUIRY_COMPLAINT","","IID","LoadDashboardPanel","GET","PKG_INQ","GET_COMPLAINTS","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"INQUIRY_COMPLAINT","","IID","LoadDashboardPanel","GET","pkg_rpt","R_get_rbh_list","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"INQUIRY_COMPLAINT","","IID","SubmitComplaint","GET","pkg_rpt","R_get_rbh_list","","","NOT REQUIRED","GET action renders the complaint form and performs no state change"
"AUTHENTICATION","","Login","DoLogin","UNKNOWN","","","","","LOGGED","Explicit success logging after authenticated user session creation; PKG_LG.USER_SESSION ExecuteNonQuery must complete before LOGIN_SUCCESS is recorded"
"AUTHENTICATION","","Login","Logout","UNKNOWN","","","","","LOGGED","Explicit success logging only when DBConnection.DisposeLoginSession returns true after PKG_LG.SESSION_END completes"
"AUTHENTICATION","","Login","Logout","UNKNOWN","pkg_lg","Session_END","","","LOGGED","Explicit success logging only after PKG_LG.SESSION_END ExecuteNonQuery completes; actor and ended session context preserved"
"AUTHENTICATION","","Login","ResetPassword","UNKNOWN","pkg_ad","RESET_USER_PASSWORD","","","LOGGED","Explicit success logging only when RESET_USER_PASSWORD cursor IND is Y; generated password and CNIC are never audited"
"AUDIT_REPORT","","MANReport","Finalize","POST","PKG_FRPT","P_FINALIZE_REPORT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","MANReport","Finalize","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","MANReport","ParasSettledDuringAudit","GET","PKG_FRPT","P_GET_MAN_SETTLED_PARAS","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","MANReport","SaveStaffSnapshotRows","POST","PKG_FRPT","P_GET_MAN_STAFF_SNAPSHOT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","MANReport","SaveStaffSnapshotRows","POST","PKG_FRPT","P_IS_REPORT_FINAL","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","MANReport","SaveStaffSnapshotRows","POST","PKG_FRPT","P_SAVE_STAFF_SNAPSHOT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","OutstandingParasPdf","DeleteSummaryPdf","POST","PKG_CIA_SUMMARY_PDF","P_DELETE_CIA_SUMMARY_PDF","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","OutstandingParasPdf","ExportSelectedSummaryPdfsZip","POST","PKG_CIA_SUMMARY_PDF","P_DOWNLOAD_CIA_SUMMARY_PDF","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_PLANNING","","Planning","post_changes_criteria","UNKNOWN","pkg_pg","P_GetAuditEntities","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","post_changes_criteria","UNKNOWN","pkg_pg","p_GetAuditFrequencies","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","post_changes_criteria","UNKNOWN","pkg_pg","P_GetAuditPeriods","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","post_changes_criteria","UNKNOWN","pkg_ad","P_GetBranchSizes","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","post_changes_criteria","UNKNOWN","pkg_pg","P_GetPostChangesAuditCriterias","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","post_changes_criteria","UNKNOWN","pkg_ad","P_GetRisks","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","special_assignment","UNKNOWN","pkg_ais","P_GetDepartments","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","special_assignment","UNKNOWN","pkg_ad","P_GetZones","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","Planning","special_assignment","UNKNOWN","pkg_rpt","R_GetDepartments","","","NOT REQUIRED","View-rendering action performs read-only department lookup"
"COMPLIANCE","","Reports","monitoring_of_para_settlement","UNKNOWN","PKG_RPT","P_GET_SETTLED_PARA_ENTITIES","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","Reports","settled_paras_report","UNKNOWN","pkg_rpt","P_GET_ENTITY_TYPE_FOR_SETTLEMENT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","Sampling","add_report","UNKNOWN","pkg_rpt","p_get_loan_status","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","add_control_violation","POST","","","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","Setup","add_sub_entity","POST","pkg_ad","P_AddSubEntity","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","Setup","add_sub_entity","POST","pkg_ad","P_UpdateSubEntity","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"COMPLIANCE","","Setup","annexure_assignment_para","UNKNOWN","pkg_ad","p_get_annexure","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","Setup","annexure_assignment_para","UNKNOWN","pkg_fad","P_Get_Auditee_Parent_FAD","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","authorize_process_transaction_by_authorizer","POST","pkg_ad","p_approve_checklist_By_Authorizer","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"CHECKLIST","","Setup","authorize_remove_duplicate_checklists","UNKNOWN","pkg_ad","P_GET_DUPLICATE_CHECKLIST_DETAILS_DROPDOWN","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","authorize_remove_duplicate_process","UNKNOWN","pkg_ar","P_GetAuditChecklist","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","authorize_remove_duplicate_sub_process","UNKNOWN","pkg_ad","P_GET_SUBCHECKILIST","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","authorize_remove_duplicate_sub_process","UNKNOWN","pkg_ar","P_GetAuditChecklist","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","branch_add","POST","","","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","Setup","process_add","POST","pkg_ad","P_audit_checklist","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","Setup","process_detail_authorize","UNKNOWN","pkg_ad","p_Get_updated_Checklist_for_review","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","reffered_back_process_transaction_by_authorizer","POST","pkg_ad","p_RefferedBack_checklist_By_Authorizer","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","Setup","sub_process_add","POST","pkg_ad","P_audit_checklist_sub","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","Setup","sub_process_authorize","UNKNOWN","pkg_ad","p_Get_updated_Sub_Checklist_for_review","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","Setup","sub_process_transaction_add","POST","pkg_ad","P_audit_checklist_detail","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"FILES_EVIDENCE","","UploadFile","DeleteFile","POST","","","","","LOGGED","Controller instrumented after verified business/Oracle success result"
