"Pattern","File","Line","Function","Text"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1171","finalizeReport","}).fail(function(err){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1172","finalizeReport","showAlert((err && err.message) || 'Save failed.', 'danger');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1179","finalizeReport","if(!ppno){ showAlert('PPNO is required for search.', 'danger'); renderCurrent(true); return; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1182","finalizeReport","showAlert((resp && resp.message) || 'No employee found for this PPNO', 'danger');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1191","finalizeReport","showAlert('Employee details loaded. You can edit before save.', 'success');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1192","finalizeReport","}).fail(function(){ showAlert('Employee lookup failed for entered PPNO.', 'danger'); });"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1192","finalizeReport","}).fail(function(){ showAlert('Employee lookup failed for entered PPNO.', 'danger'); });"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1198","finalizeReport","showAlert((resp && resp.message) || 'Accused row saved successfully.', 'success');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1199","finalizeReport","}).fail(function(err){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1200","finalizeReport","showAlert((err && err.message) || 'Failed to save accused row.', 'danger');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1206","finalizeReport","if(!id){ showAlert('Invalid accused row id.', 'danger'); return; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1214","finalizeReport","showAlert(msg, 'success');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1216","finalizeReport","}).fail(function(err){ showAlert((err && err.message) || 'Failed to delete accused row.', 'danger'); });"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1216","finalizeReport","}).fail(function(err){ showAlert((err && err.message) || 'Failed to delete accused row.', 'danger'); });"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1222","finalizeReport","showAlert((resp && resp.message) || 'Statement saved successfully.', 'success');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1223","finalizeReport","}).fail(function(err){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1224","finalizeReport","showAlert((err && err.message) || 'Failed to save statement.', 'danger');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1276","(global)","showAlert(msg || 'Uploaded successfully', 'success');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1279","(global)","}).fail(function(err){ showAlert((err && err.message) || 'Evidence upload failed.', 'danger'); });"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1279","(global)","}).fail(function(err){ showAlert((err && err.message) || 'Evidence upload failed.', 'danger'); });"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1291","(global)","showAlert(msg, 'success');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1294","(global)","}).fail(function(err){ showAlert((err && err.message) || 'Failed to delete evidence file.', 'danger'); });"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1294","(global)","}).fail(function(err){ showAlert((err && err.message) || 'Failed to delete evidence file.', 'danger'); });"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1300","(global)","loadFindingsForSelection(state.findingsRecomm.selectedAccusationId).fail(function(err){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1301","(global)","showAlert((err && err.message) || 'Failed to load findings for selected accusation.', 'danger');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1309","(global)","loadFindingsForSelection(accusationId).fail(function(err){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1310","(global)","showAlert((err && err.message) || 'Failed to load findings for selected accusation.', 'danger');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1316","(global)","showAlert((result && result.message) || 'Saved successfully.', 'success');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1318","(global)","}).fail(function(err){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1319","(global)","showAlert((err && err.message) || 'Save failed.', 'danger');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1377","(global)","if(!complaintId){ showAlert('Complaint ID is missing. Open this page from Task List.', 'danger'); return; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1381","(global)","}).fail(function(){ showAlert('Failed to load inquiry wizard data.', 'danger'); renderCurrent(true); });"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InquiryReport.js","1381","(global)","}).fail(function(){ showAlert('Failed to load inquiry wizard data.', 'danger'); renderCurrent(true); });"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","28","loadComplaintSummary","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","43","loadComplaintSummary","error: function(){"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","57","loadInvestigationPlanByComplaintId","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","71","loadInvestigationPlanByComplaintId","error: function(){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","112","loadInvestigationPlanByComplaintId","if (!payload.complaintId || payload.complaintId <= 0) { alert('ComplaintId is required.'); return; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","115","loadInvestigationPlanByComplaintId","alert('Please fill all mandatory fields.'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","117","loadInvestigationPlanByComplaintId","if (!payload.activitiesText) { alert('Please select at least one Investigation Activity.'); return; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","120","loadInvestigationPlanByComplaintId","alert('Inquiry Conduction Date must be a future date.');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","124","loadInvestigationPlanByComplaintId","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","139","(global)","alert((resp && resp.message) ? resp.message : 'Failed.');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","142","(global)","error: function(xhr){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","144","(global)","alert('Error submitting plan. Check console.');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js","177","(global)",".fail(function(){"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_PlanApproval.js","73","loadPlanDetailsByComplaintId","}).fail(function(){"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_PlanApproval.js","96","loadComplaintDetails",".fail(function(){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_PlanApproval.js","115","loadPlanApprovalByComplaintId","if (!ok) { alert('Please fill all mandatory fields.'); return; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_PlanApproval.js","125","loadPlanApprovalByComplaintId","alert('Action recorded');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_PlanApproval.js","126","loadPlanApprovalByComplaintId","}).fail(function(){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_PlanApproval.js","127","loadPlanApprovalByComplaintId","alert('Error saving approval');"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_PlanApproval.js","162","loadPlanApprovalByComplaintId",".fail(function(){"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_Reports.js","29","loadRegions","}).fail(function(){"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_Reports.js","42","loadHoUnitTypes","}).fail(function(){"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_Reports.js","59","loadHoUnits","}).fail(function(){"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_Reports.js","104","getFieldValue","}).fail(function(){"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_Reports.js","127","getFieldValue","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_Reports.js","149","getFieldValue","error: function(){"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_Reports.js","178","(global)",".fail(function(){"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js","201","(global)","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js","215","(global)","error: function(xhr){"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","35","addRecordToauditCriteriaListBox","alert('Audit Period Not Selected');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","39","addRecordToauditCriteriaListBox","alert('Entity Type Not Selected');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","46","addRecordToauditCriteriaListBox","alert('Risk Category Not Selected');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","50","addRecordToauditCriteriaListBox","alert('Branch Size Not Selected');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","54","addRecordToauditCriteriaListBox","alert('Audit Frequency Not Selected');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","61","addRecordToauditCriteriaListBox","alert('Number Of Days Not Selected');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","73","CountCriteriaRecordFromGrid","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","92","DeleteCriteriaRecordFromGrid","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","135","submitAuditCriteria","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","148","submitAuditCriteria","alert(row);"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","158","submitAuditCriteria","alert('No Audit Criteria Defined');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","163","FinalsubmitAuditCriteria","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","172","FinalsubmitAuditCriteria","alert(""Audit Criteria Submitted Successfully"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","197","publishAuditeeEntity","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","208","publishAuditeeEntity","alert('Entity Added Successfully');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js","248","setSizeEnableForBranches","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria_approval.js","46","referredBackAuditCriterias","alert(""Please select at least one criteria."");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria_approval.js","50","referredBackAuditCriterias","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria_approval.js","57","referredBackAuditCriterias","alert(""Audit Criteria selected Cases Referred Back"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria_approval.js","85","approveAuditCriterias","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_criteria_approval.js","101","approveAuditCriterias","error: function (xhr) {"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_period.js","6","ShowDepartmentAuditPeriods","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_period.js","67","publishNewAuditPeriodChanges","alert(""Missing Mandatory fields"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_period.js","83","publishNewAuditPeriodChanges","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_period.js","104","publishUpdateAuditPeriodChanges","alert(""Please select Audit Period to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_period.js","108","publishUpdateAuditPeriodChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_audit_plan.js","10","ShowDepartmentAuditPeriods","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_post_changes_criteria.js","48","finalRecommendProcessTransaction","alert(""Enter Comments to Proceed""); return false;"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_post_changes_criteria.js","86","finalRecommendProcessTransaction","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_post_changes_criteria.js","95","finalRecommendProcessTransaction","alert('Post Changes in Audit Criteria successfuly done');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_post_changes_criteria.js","104","generatePlanAuditCriterias","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_refferedback_audit_criteria.js","41","finalRecommendProcessTransaction","alert(""Enter Comments to Proceed""); return false;"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_refferedback_audit_criteria.js","79","finalRecommendProcessTransaction","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","152","previewAuditPlan","alert('No Field Selected'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","158","previewAuditPlan","alert('Division or Audit Cluster Team Not Selected'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","163","previewAuditPlan","alert('Department or Branch Not Selected'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","169","previewAuditPlan","alert('Audit Team Not Selected'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","174","previewAuditPlan","alert('Execution Period Not Selected'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","180","previewAuditPlan","alert('Execution Start Date Cannot Be Greater Than End Date'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","188","previewAuditPlan","alert('Operational Period Not Selected'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","195","previewAuditPlan","alert('Operational Period Start Date Cannot Be Greater Than End Date'); return;"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","239","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","262","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_assignment.js","292","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","12","getSavedSpecialAuditPlan","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","34","getAuditableEntities","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","76","addRecordToauditCriteriaListBox","alert('Select Audit Nature to proceed');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","81","addRecordToauditCriteriaListBox","alert('Select Audit Period to proceed');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","85","addRecordToauditCriteriaListBox","alert('Select Audit Entity to proceed');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","89","addRecordToauditCriteriaListBox","alert('Enter No. of days to proceed');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","100","addRecordToauditCriteriaListBox","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","156","DeleteCriteriaRecordFromGrid","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria.js","179","SubmitCriteriaRecordFromGrid","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria_approval.js","12","getSavedSpecialAuditPlan","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria_approval.js","35","ApprovalCriteriaRecordFromGrid","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_special_audit_criteria_approval.js","54","ReferredBackCriteriaRecordFromGrid","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_staff_position.js","34","ShowEmployeeContainer","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_team_members.js","26","publishNewTeamChanges","alert('Enter Team Code');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_team_members.js","38","publishNewTeamChanges","alert('Enter Team Name');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_team_members.js","43","publishNewTeamChanges","alert('Select Team Participants');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_team_members.js","47","publishNewTeamChanges","alert('Select Team Lead');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_team_members.js","80","publishNewTeamChanges","alert('Select Team Lead among Team Participants');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_team_members.js","84","publishNewTeamChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_team_members.js","101","deleteTeam","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_tentative_audit_plan_ho_units.js","5","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js","14","loadPublicDays","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js","87","calculateEndDate","alert('Select Audit Start Date');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js","108","getAutoEndDate","alert('Start date cannot be a weekend or public holiday');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js","146","getAutoEndDate","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js","213","publishNewAuditPlanChanges","alert('Select audit team');"
